guide	gene	DMSO_D12	DMSO_D6	D0_D0	Resveratrol_D12
chr11:76171032-76171051_C11orf30_+	EMSY	1782	2076	1347	1907
chr11:76183734-76183753_C11orf30_-	EMSY	217	556	904	1109
chr11:57509130-57509149_C11orf31_+	SELENOH	429	867	781	1542
chr11:57509174-57509193_C11orf31_-	SELENOH	611	1057	389	341
chr11:57509293-57509312_C11orf31_+	SELENOH	765	626	1241	2243
chr11:57509598-57509617_C11orf31_+	SELENOH	668	816	567	1260
chr11:560698-560717_C11orf35_-	LMNTD2	3243	1902	659	943
chr11:558859-558878_C11orf35_+	LMNTD2	129	84	192	0
chr11:558723-558742_C11orf35_+	LMNTD2	1331	1406	1020	1073
chr11:558220-558239_C11orf35_+	LMNTD2	204	211	417	337
chr11:4594573-4594592_C11orf40_-	C11orf40	479	555	333	104
chr11:4594603-4594622_C11orf40_+	C11orf40	1092	1414	1122	481
chr11:4594633-4594652_C11orf40_-	C11orf40	583	885	862	91
chr11:4592738-4592757_C11orf40_+	C11orf40	1177	1341	734	2388
chr11:6231217-6231236_C11orf42_+	C11orf42	597	893	1358	1101
chr11:6231562-6231581_C11orf42_-	C11orf42	1162	1281	899	470
chr11:6232208-6232227_C11orf42_-	C11orf42	520	650	1029	550
chr11:6232232-6232251_C11orf42_-	C11orf42	1021	1166	954	2539
chr11:130542982-130543001_C11orf44_-	LINC02873	769	804	680	1022
chr11:130543031-130543050_C11orf44_+	LINC02873	1547	1430	720	1061
chr11:130583082-130583101_C11orf44_+	LINC02873	2975	1785	1121	1638
chr11:130583192-130583211_C11orf44_-	LINC02873	1236	1330	1299	3140
chr11:128774391-128774410_C11orf45_+	C11orf45	808	1338	876	2875
chr11:128774408-128774427_C11orf45_-	C11orf45	916	1493	1011	1305
chr11:128773260-128773279_C11orf45_+	C11orf45	1615	2145	1425	1043
chr11:128772553-128772572_C11orf45_-	C11orf45	998	898	541	779
chr11:62432628-62432647_C11orf48_-	LBHD1	354	445	455	194
chr11:62432630-62432649_C11orf48_-	LBHD1	1176	648	273	1061
chr11:62432415-62432434_C11orf48_-	LBHD1	64	383	147	65
chr11:62432416-62432435_C11orf48_-	LBHD1	2085	2485	1300	3280
chr11:47074034-47074053_C11orf49_-	C11orf49	1084	1437	828	648
chr11:47159236-47159255_C11orf49_+	C11orf49	548	839	1043	894
chr11:47176730-47176749_C11orf49_+	C11orf49	989	1828	1120	2384
chr11:47178639-47178658_C11orf49_+	C11orf49	1534	1250	1258	2195
chr11:111789698-111789717_C11orf52_-	C11orf52	2335	2226	1351	614
chr11:111789700-111789719_C11orf52_+	C11orf52	1735	1210	1002	614
chr11:111796417-111796436_C11orf52_+	C11orf52	636	937	339	1240
chr11:111796711-111796730_C11orf52_+	C11orf52	55	382	210	453
chr11:111155020-111155039_C11orf53_-	C11orf53	846	1395	647	2881
chr11:111156459-111156478_C11orf53_-	C11orf53	906	911	459	180
chr11:111156492-111156511_C11orf53_+	C11orf53	417	650	884	803
chr11:111156760-111156779_C11orf53_+	C11orf53	791	1185	583	946
chr11:93480593-93480612_C11orf54_+	C11orf54	2015	1653	909	1884
chr11:93487144-93487163_C11orf54_+	C11orf54	513	458	348	2932
chr11:93488450-93488469_C11orf54_-	C11orf54	579	588	1049	705
chr11:93490566-93490585_C11orf54_+	C11orf54	1201	1540	1214	1547
chr11:111946297-111946316_C11orf57_+	NKAPD1	1711	1603	1084	626
chr11:111946331-111946350_C11orf57_-	NKAPD1	202	696	768	664
chr11:111948985-111949004_C11orf57_+	NKAPD1	269	1344	1086	1904
chr11:111953232-111953251_C11orf57_-	NKAPD1	951	1637	868	2515
chr11:16760335-16760354_C11orf58_+	C11orf58	2182	1704	956	848
chr11:16766147-16766166_C11orf58_+	C11orf58	213	585	520	308
chr11:16776418-16776437_C11orf58_+	C11orf58	3045	1673	1648	581
chr11:16776570-16776589_C11orf58_-	C11orf58	2488	2114	739	842
chr11:122756783-122756802_C11orf63_+	JHY	416	537	439	261
chr11:122774793-122774812_C11orf63_+	JHY	1424	1611	549	1905
chr11:122805181-122805200_C11orf63_+	JHY	357	645	754	1091
chr11:122817340-122817359_C11orf63_-	JHY	1758	1323	717	1251
chr11:108332226-108332245_C11orf65_-	C11orf65	1220	651	518	526
chr11:108277854-108277873_C11orf65_-	C11orf65	299	788	319	519
chr11:108256672-108256691_C11orf65_+	C11orf65	180	512	524	894
chr11:108256686-108256705_C11orf65_-	C11orf65	648	837	895	2459
chr11:65686390-65686409_C11orf68_-	C11orf68	582	948	377	1168
chr11:65686496-65686515_C11orf68_-	C11orf68	453	1103	896	384
chr11:65685558-65685577_C11orf68_+	C11orf68	2702	1540	691	1400
chr11:65685559-65685578_C11orf68_+	C11orf68	83	247	403	153
chr11:101918290-101918309_C11orf70_+	CFAP300	2382	2161	1519	2371
chr11:101918552-101918571_C11orf70_+	CFAP300	450	580	329	506
chr11:101937296-101937315_C11orf70_+	CFAP300	2497	1780	943	1248
chr11:101946696-101946715_C11orf70_-	CFAP300	467	1015	1231	781
chr11:114270750-114270769_C11orf71_+	C11orf71	456	772	382	94
chr11:114270812-114270831_C11orf71_-	C11orf71	2569	1555	901	1803
chr11:114270950-114270969_C11orf71_+	C11orf71	1495	1961	1393	1297
chr11:114270951-114270970_C11orf71_-	C11orf71	590	645	471	813
chr11:67371961-67371980_C11orf72_+	NDUFV1-DT	971	859	502	849
chr11:67371997-67372016_C11orf72_-	NDUFV1-DT	474	869	550	1690
chr11:67372097-67372116_C11orf72_-	NDUFV1-DT	0	0	0	0
chr11:67372236-67372255_C11orf72_+	NDUFV1-DT	515	480	658	577
chr11:86017379-86017398_C11orf73_+	HIKESHI	1876	1419	1693	1428
chr11:86017398-86017417_C11orf73_-	HIKESHI	403	501	637	1111
chr11:86048531-86048550_C11orf73_-	HIKESHI	1540	996	623	349
chr11:86055726-86055745_C11orf73_-	HIKESHI	0	108	195	105
chr11:36669649-36669668_C11orf74_-	IFTAP	111	425	1040	1156
chr11:36680679-36680698_C11orf74_+	IFTAP	813	771	1080	961
chr11:66568509-66568528_C11orf80_+	C11orf80	2300	2474	1338	1491
chr11:66571615-66571634_C11orf80_-	C11orf80	481	459	656	991
chr11:66581354-66581373_C11orf80_-	C11orf80	1391	1599	1322	678
chr11:66583549-66583568_C11orf80_+	C11orf80	1113	1281	654	1228
chr11:82643202-82643221_C11orf82_+	DDIAS	1124	1290	835	723
chr11:82643228-82643247_C11orf82_-	DDIAS	444	1003	936	818
chr11:82643776-82643795_C11orf82_-	DDIAS	838	885	680	486
chr11:82645023-82645042_C11orf82_-	DDIAS	1287	806	747	1294
chr11:62439245-62439264_C11orf83_+	UQCC3	1916	1719	1184	1481
chr11:62439316-62439335_C11orf83_+	UQCC3	305	583	332	63
chr11:62439481-62439500_C11orf83_+	UQCC3	480	799	1888	314
chr11:62439539-62439558_C11orf83_+	UQCC3	1464	1338	915	1144
chr11:63581156-63581175_C11orf84_+	SPINDOC	1102	509	601	256
chr11:63585300-63585319_C11orf84_-	SPINDOC	281	814	839	457
chr11:63585824-63585843_C11orf84_-	SPINDOC	555	705	823	106
chr11:63586355-63586374_C11orf84_-	SPINDOC	963	1278	566	685
chr11:64722240-64722259_C11orf85_-	MAJIN	2763	2145	1259	913
chr11:64715249-64715268_C11orf85_+	MAJIN	903	926	695	289
chr11:64708053-64708072_C11orf85_+	MAJIN	523	858	1130	1161
chr11:64707136-64707155_C11orf85_+	MAJIN	1004	1314	1546	1253
chr11:66742835-66742854_C11orf86_-	C11orf86	1166	1573	1655	2787
chr11:66742933-66742952_C11orf86_+	C11orf86	523	555	826	560
chr11:66742956-66742975_C11orf86_+	C11orf86	844	1155	1303	1476
chr11:66743689-66743708_C11orf86_-	C11orf86	145	211	246	0
chr11:109294660-109294679_C11orf87_+	C11orf87	1403	1497	1438	1342
chr11:109294669-109294688_C11orf87_+	C11orf87	833	549	460	273
chr11:109294765-109294784_C11orf87_-	C11orf87	589	1093	1106	1206
chr11:109294793-109294812_C11orf87_-	C11orf87	1498	1643	1555	1873
chr11:111385569-111385588_C11orf88_-	HOATZ	2701	1658	497	233
chr11:111385570-111385589_C11orf88_-	HOATZ	172	742	1330	1024
chr11:111385656-111385675_C11orf88_-	HOATZ	531	744	451	1098
chr11:111385686-111385705_C11orf88_+	HOATZ	813	954	923	247
chr11:1910492-1910511_C11orf89_+	PRR33	767	583	440	194
chr11:1910888-1910907_C11orf89_+	PRR33	2830	1874	635	2102
chr11:1911306-1911325_C11orf89_+	PRR33	249	338	408	970
chr11:1911382-1911401_C11orf89_+	PRR33	0	0	74	0
chr11:33721815-33721834_C11orf91_-	C11orf91	224	543	353	375
chr11:33721857-33721876_C11orf91_+	C11orf91	560	576	683	672
chr11:33721945-33721964_C11orf91_-	C11orf91	1255	1545	822	1166
chr11:33721952-33721971_C11orf91_+	C11orf91	74	318	175	41
chr11:45928744-45928763_C11orf94_+	C11orf94	585	719	700	762
chr11:45928778-45928797_C11orf94_-	C11orf94	533	698	1074	638
chr11:45928412-45928431_C11orf94_+	C11orf94	254	809	929	526
chr11:45928207-45928226_C11orf94_-	C11orf94	1193	1340	809	2273
chr11:43964529-43964548_C11orf96_-	C11orf96	169	222	368	180
chr11:43965077-43965096_C11orf96_-	C11orf96	362	481	472	396
chr11:43965203-43965222_C11orf96_-	C11orf96	402	553	749	848
chr11:43965253-43965272_C11orf96_+	C11orf96	2005	1767	955	2511
chr12:53693539-53693558_C12orf10_-	MYG1	306	451	501	1407
chr12:53694025-53694044_C12orf10_+	MYG1	1785	1188	1035	1041
chr12:53696850-53696869_C12orf10_-	MYG1	246	532	735	477
chr12:53699691-53699710_C12orf10_+	MYG1	1980	1952	1282	1250
chr12:107360937-107360956_C12orf23_+	TMEM263	1290	1040	318	455
chr12:107360952-107360971_C12orf23_-	TMEM263	171	329	704	625
chr12:107364979-107364998_C12orf23_-	TMEM263	200	423	432	345
chr12:107365051-107365070_C12orf23_-	TMEM263	1224	1375	762	1776
chr12:88429455-88429474_C12orf29_+	C12orf29	1494	1376	984	915
chr12:88429484-88429503_C12orf29_+	C12orf29	785	1177	803	1147
chr12:88442016-88442035_C12orf29_-	C12orf29	1039	1370	908	325
chr12:88442022-88442041_C12orf29_-	C12orf29	3469	1805	1004	2378
chr12:13529160-13529179_C12orf36_-	LINC01559	384	839	510	155
chr12:13529292-13529311_C12orf36_+	LINC01559	1281	1461	961	597
chr12:13526249-13526268_C12orf36_-	LINC01559	1515	1920	1490	1473
chr12:13526268-13526287_C12orf36_+	LINC01559	890	1254	816	991
chr12:21679828-21679847_C12orf39_+	SPX	778	996	1403	3324
chr12:21679879-21679898_C12orf39_+	SPX	1826	1282	988	1478
chr12:21680691-21680710_C12orf39_+	SPX	175	396	386	30
chr12:21681954-21681973_C12orf39_+	SPX	843	1154	889	854
chr12:40020133-40020152_C12orf40_+	C12orf40	88	442	808	849
chr12:40020134-40020153_C12orf40_+	C12orf40	417	514	917	475
chr12:40078682-40078701_C12orf40_-	C12orf40	574	916	613	1456
chr12:40115006-40115025_C12orf40_+	C12orf40	684	1356	1444	2030
chr12:103795387-103795406_C12orf42_-	C12orf42	714	625	983	585
chr12:103795412-103795431_C12orf42_-	C12orf42	640	1279	1670	296
chr12:103699788-103699807_C12orf42_-	C12orf42	3481	2907	2808	3170
chr12:103696236-103696255_C12orf42_-	C12orf42	834	1063	1306	1002
chr12:121444172-121444191_C12orf43_-	C12orf43	632	735	370	446
chr12:121442076-121442095_C12orf43_+	C12orf43	1797	1935	1240	1047
chr12:52467530-52467549_C12orf44_-	ATG101	1712	1277	1192	927
chr12:52467555-52467574_C12orf44_+	ATG101	1322	1453	1152	462
chr12:52470652-52470671_C12orf44_+	ATG101	124	229	51	0
chr12:52470671-52470690_C12orf44_-	ATG101	1606	1615	1414	1053
chr12:105380205-105380224_C12orf45_+	NOPCHAP1	463	781	880	595
chr12:105380241-105380260_C12orf45_-	NOPCHAP1	178	665	1844	509
chr12:105385552-105385571_C12orf45_+	NOPCHAP1	2666	2273	1532	504
chr12:105385570-105385589_C12orf45_-	NOPCHAP1	890	1057	791	1126
chr12:117175625-117175644_C12orf49_+	SPRING1	626	912	929	1721
chr12:117175667-117175686_C12orf49_+	SPRING1	1698	1379	1060	1628
chr12:117160900-117160919_C12orf49_-	SPRING1	791	1159	905	1614
chr12:117158137-117158156_C12orf49_+	SPRING1	522	792	966	2877
chr12:4643325-4643344_C12orf4_-	C12orf4	876	1087	944	151
chr12:4626252-4626271_C12orf4_-	C12orf4	618	1125	663	928
chr12:4626278-4626297_C12orf4_-	C12orf4	712	1365	1197	321
chr12:4609306-4609325_C12orf4_-	C12orf4	246	491	507	286
chr12:88390153-88390172_C12orf50_-	C12orf50	631	1425	995	385
chr12:88383126-88383145_C12orf50_-	C12orf50	1491	1602	495	1704
chr12:88381642-88381661_C12orf50_-	C12orf50	722	1123	557	477
chr12:88379615-88379634_C12orf50_+	C12orf50	3152	2364	1340	920
chr12:113624562-113624581_C12orf52_-	RITA1	2369	1920	1282	2695
chr12:113624723-113624742_C12orf52_+	RITA1	477	1109	1463	660
chr12:113629293-113629312_C12orf52_-	RITA1	389	407	580	680
chr12:113629315-113629334_C12orf52_+	RITA1	744	991	669	527
chr12:48877079-48877098_C12orf54_+	C12orf54	492	730	740	1277
chr12:48880481-48880500_C12orf54_+	C12orf54	112	756	497	66
chr12:48888654-48888673_C12orf54_-	C12orf54	363	624	760	1600
chr12:48888693-48888712_C12orf54_+	C12orf54	1081	1649	1613	1222
chr12:96883654-96883673_C12orf55_+	CFAP54	827	941	224	66
chr12:96900726-96900745_C12orf55_+	CFAP54	563	299	577	1654
chr12:96912749-96912768_C12orf55_-	CFAP54	1162	1480	1118	2159
chr12:96921123-96921142_C12orf55_+	CFAP54	2054	1923	532	516
chr12:64784133-64784152_C12orf56_-	C12orf56	799	864	1029	226
chr12:64784279-64784298_C12orf56_+	C12orf56	321	450	386	54
chr12:64712628-64712647_C12orf56_+	C12orf56	908	1232	1307	3937
chr12:64679732-64679751_C12orf56_+	C12orf56	396	701	879	764
chr12:7053290-7053309_C12orf57_+	C12orf57	1192	1329	794	859
chr12:7053655-7053674_C12orf57_+	C12orf57	561	989	753	736
chr12:7053736-7053755_C12orf57_+	C12orf57	404	563	165	651
chr12:7055081-7055100_C12orf57_-	C12orf57	284	411	576	970
chr12:4460452-4460471_C12orf5_+	TIGAR	2426	2224	819	834
chr12:4460459-4460478_C12orf5_+	TIGAR	1350	1375	996	2256
chr12:4460505-4460524_C12orf5_+	TIGAR	985	1161	916	590
chr12:4461837-4461856_C12orf5_+	TIGAR	539	771	1140	709
chr12:14976268-14976287_C12orf60_-	C12orf60	2279	2228	1072	1796
chr12:14976380-14976399_C12orf60_+	C12orf60	166	376	329	1191
chr12:14976502-14976521_C12orf60_+	C12orf60	1562	993	856	2684
chr12:14976597-14976616_C12orf60_-	C12orf60	615	739	533	32
chr12:62996828-62996847_C12orf61_-	LINC01465	1492	1210	812	2053
chr12:62996874-62996893_C12orf61_-	LINC01465	942	837	238	238
chr12:62996882-62996901_C12orf61_+	LINC01465	490	407	787	468
chr12:62997015-62997034_C12orf61_+	LINC01465	1060	844	527	775
chr12:123738385-123738404_C12orf65_-	MTRFR	725	1367	1363	405
chr12:123738413-123738432_C12orf65_+	MTRFR	752	937	650	1932
chr12:123738414-123738433_C12orf65_+	MTRFR	206	690	1000	526
chr12:123741365-123741384_C12orf65_-	MTRFR	902	658	844	729
chr12:64615876-64615895_C12orf66_-	KICS2	336	814	830	533
chr12:64615878-64615897_C12orf66_-	KICS2	1333	1278	645	94
chr12:64609628-64609647_C12orf66_+	KICS2	1704	1311	1322	1003
chr12:64588377-64588396_C12orf66_+	KICS2	695	776	1019	856
chr12:48577917-48577936_C12orf68_+	CCDC184	378	989	771	771
chr12:48577924-48577943_C12orf68_+	CCDC184	1052	929	925	582
chr12:48578073-48578092_C12orf68_+	CCDC184	455	387	800	730
chr12:48578255-48578274_C12orf68_+	CCDC184	2033	1375	838	73
chr12:27234926-27234945_C12orf71_-	C12orf71	1091	1077	871	2742
chr12:27235297-27235316_C12orf71_+	C12orf71	12	212	252	11
chr12:27234257-27234276_C12orf71_-	C12orf71	579	636	482	388
chr12:27234274-27234293_C12orf71_-	C12orf71	1510	1881	1367	1976
chr12:104350490-104350509_C12orf73_+	C12orf73	41	100	111	23
chr12:104350491-104350510_C12orf73_+	C12orf73	839	942	481	570
chr12:104350509-104350528_C12orf73_-	C12orf73	1014	1748	1329	767
chr12:104350510-104350529_C12orf73_-	C12orf73	885	1430	1118	1022
chr12:93100416-93100435_C12orf74_+	PLEKHG7	359	593	971	1543
chr12:93100793-93100812_C12orf74_-	PLEKHG7	2126	2034	1728	1983
chr12:93101444-93101463_C12orf74_-	PLEKHG7	410	759	789	377
chr12:93101473-93101492_C12orf74_-	PLEKHG7	2040	1174	1034	1528
chr12:105759596-105759615_C12orf75_+	C12orf75	93	244	695	288
chr12:105759599-105759618_C12orf75_+	C12orf75	2158	1626	1219	1455
chr12:105760426-105760445_C12orf75_-	C12orf75	390	789	268	1141
chr12:105760443-105760462_C12orf75_+	C12orf75	23	81	115	181
chr12:110486170-110486189_C12orf76_-	C12orf76	326	572	385	898
chr12:110486194-110486213_C12orf76_+	C12orf76	684	1098	1127	830
chr12:110480185-110480204_C12orf76_-	C12orf76	1620	2037	1240	1358
chr12:110480217-110480236_C12orf76_+	C12orf76	906	1115	624	2165
chr12:25148920-25148939_C12orf77_-	LINC02909	0	4	0	0
chr12:25148934-25148953_C12orf77_-	LINC02909	2066	1716	1435	670
chr12:25148950-25148969_C12orf77_-	LINC02909	227	138	227	82
chr12:25148963-25148982_C12orf77_-	LINC02909	962	717	663	784
chr13:113333687-113333706_C13orf35_+	ATP11AUN	2014	2557	1216	1737
chr13:113333692-113333711_C13orf35_+	ATP11AUN	2273	1065	408	435
chr13:113333825-113333844_C13orf35_-	ATP11AUN	526	1025	734	458
chr13:113333905-113333924_C13orf35_+	ATP11AUN	1213	1890	1364	2394
chr14:57960265-57960284_C14orf105_-	CCDC198	620	751	590	958
chr14:57949785-57949804_C14orf105_-	CCDC198	880	726	852	250
chr14:57947321-57947340_C14orf105_-	CCDC198	165	473	343	1142
chr14:57938132-57938151_C14orf105_-	CCDC198	1079	798	647	506
chr14:23566874-23566893_C14orf119_-	C14orf119	1166	1085	1194	470
chr14:23566950-23566969_C14orf119_-	C14orf119	103	262	398	636
chr14:23566974-23566993_C14orf119_-	C14orf119	296	636	793	1216
chr14:23567026-23567045_C14orf119_-	C14orf119	2411	880	254	136
chr14:96556985-96557004_C14orf132_-	C14orf132	1810	1224	671	3592
chr14:96556987-96557006_C14orf132_-	C14orf132	424	843	528	1106
chr14:96557096-96557115_C14orf132_-	C14orf132	1929	1304	1365	2903
chr14:96557150-96557169_C14orf132_+	C14orf132	844	810	324	116
chr14:93673199-93673218_C14orf142_-	GON7	2192	1880	1206	2648
chr14:93673291-93673310_C14orf142_-	GON7	0	0	0	0
chr14:93673355-93673374_C14orf142_-	GON7	401	363	462	132
chr14:93673360-93673379_C14orf142_-	GON7	640	648	428	1120
chr14:91626676-91626695_C14orf159_-	DGLUCY	2029	1830	1395	890
chr14:91633697-91633716_C14orf159_-	DGLUCY	941	1000	794	214
chr14:91639683-91639702_C14orf159_+	DGLUCY	1613	1203	888	2238
chr14:91642370-91642389_C14orf159_-	DGLUCY	1438	1668	1574	1451
chr14:23727823-23727842_C14orf164_+	RNF212B	341	479	905	245
chr14:23733377-23733396_C14orf164_+	RNF212B	2284	2245	1459	813
chr14:23733394-23733413_C14orf164_-	RNF212B	471	1037	1535	1020
chr14:23742050-23742069_C14orf164_+	RNF212B	2021	759	928	897
chr14:77292856-77292875_C14orf166B_+	LRRC74A	552	941	1102	741
chr14:77297654-77297673_C14orf166B_-	LRRC74A	734	814	1117	497
chr14:77302630-77302649_C14orf166B_+	LRRC74A	88	299	280	96
chr14:77318741-77318760_C14orf166B_+	LRRC74A	1430	1513	603	695
chr14:52456366-52456385_C14orf166_-	RTRAF	1482	1986	878	709
chr14:52456401-52456420_C14orf166_-	RTRAF	547	1099	816	323
chr14:52468545-52468564_C14orf166_+	RTRAF	665	1414	1557	768
chr14:52471167-52471186_C14orf166_-	RTRAF	1259	1420	863	2688
chr14:99182574-99182593_C14orf177_+	LINC02914	1638	1455	1312	1591
chr14:99182693-99182712_C14orf177_+	LINC02914	1615	866	419	1566
chr14:99182713-99182732_C14orf177_-	LINC02914	2087	1900	1839	2808
chr14:99183501-99183520_C14orf177_-	LINC02914	1827	1268	1061	935
chr14:78235853-78235872_C14orf178_-	C14orf178	1107	979	800	995
chr14:78235959-78235978_C14orf178_-	C14orf178	1140	1358	1189	1489
chr14:78235974-78235993_C14orf178_-	C14orf178	899	896	465	962
chr14:78235994-78236013_C14orf178_+	C14orf178	1151	955	858	1680
chr14:105052821-105052840_C14orf180_+	C14orf180	257	371	419	253
chr14:105054198-105054217_C14orf180_-	C14orf180	2261	2254	1475	829
chr14:105054624-105054643_C14orf180_+	C14orf180	1035	952	596	223
chr14:105054983-105055002_C14orf180_+	C14orf180	1346	1634	1929	1615
chr14:50472425-50472444_C14orf182_+	LINC01588	424	382	539	773
chr14:50472470-50472489_C14orf182_-	LINC01588	218	485	857	1248
chr14:50472505-50472524_C14orf182_-	LINC01588	1134	660	659	731
chr14:50459511-50459530_C14orf182_-	LINC01588	110	454	292	375
chr14:50558308-50558327_C14orf183_+	LINC01599	890	612	788	583
chr14:50551878-50551897_C14orf183_+	LINC01599	999	856	508	800
chr14:50550504-50550523_C14orf183_+	LINC01599	1502	1848	1108	1824
chr14:50550505-50550524_C14orf183_+	LINC01599	1969	2084	1270	2552
chr14:76123788-76123807_C14orf1_-	ERG28	1151	1198	792	289
chr14:76121236-76121255_C14orf1_+	ERG28	563	674	518	235
chr14:76121276-76121295_C14orf1_+	ERG28	344	903	1013	549
chr14:76117945-76117964_C14orf1_+	ERG28	520	692	333	766
chr14:29242039-29242058_C14orf23_+	LINC01551	610	454	571	210
chr14:29242556-29242575_C14orf23_+	LINC01551	1456	1358	1036	2421
chr14:29242576-29242595_C14orf23_+	LINC01551	643	633	780	90
chr14:29261096-29261115_C14orf23_+	LINC01551	411	584	771	331
chr14:45369869-45369888_C14orf28_-	C14orf28	1708	1915	1305	1882
chr14:45369870-45369889_C14orf28_-	C14orf28	725	986	1011	2004
chr14:45372477-45372496_C14orf28_+	C14orf28	974	1196	738	1843
chr14:45374700-45374719_C14orf28_-	C14orf28	93	352	936	916
chr14:104381391-104381410_C14orf2_+	ATP5MJ	351	403	481	2080
chr14:104379016-104379035_C14orf2_-	ATP5MJ	1207	1050	842	1755
chr14:58604826-58604845_C14orf37_+	ARMH4	215	180	277	585
chr14:58599852-58599871_C14orf37_+	ARMH4	815	1364	732	2026
chr14:58563444-58563463_C14orf37_-	ARMH4	941	955	423	75
chr14:58471799-58471818_C14orf37_-	ARMH4	1670	1598	917	963
chr14:60925448-60925467_C14orf39_-	C14orf39	1312	1147	1088	805
chr14:60923626-60923645_C14orf39_+	C14orf39	1198	636	1051	1000
chr14:60923627-60923646_C14orf39_+	C14orf39	935	1324	872	1093
chr14:60903693-60903712_C14orf39_+	C14orf39	1626	1643	742	853
chr14:105453156-105453175_C14orf79_-	CLBA1	2020	2184	1634	709
chr14:105457875-105457894_C14orf79_-	CLBA1	412	524	232	210
chr14:105459276-105459295_C14orf79_+	CLBA1	0	0	0	0
chr14:105461014-105461033_C14orf79_+	CLBA1	160	218	632	205
chr14:105957832-105957851_C14orf80_-	TEDC1	20	55	125	589
chr14:105958007-105958026_C14orf80_-	TEDC1	655	1050	533	754
chr14:105958474-105958493_C14orf80_+	TEDC1	479	1375	1199	1344
chr14:105959001-105959020_C14orf80_+	TEDC1	168	1121	1118	874
chr14:23467628-23467647_C14orf93_+	C14orf93	561	652	755	484
chr14:23467790-23467809_C14orf93_-	C14orf93	617	1063	823	1026
chr14:23465307-23465326_C14orf93_+	C14orf93	308	361	663	606
chr14:23456593-23456612_C14orf93_+	C14orf93	1120	1044	489	151
chr15:81426715-81426734_C15orf26_+	CFAP161	843	1349	1324	579
chr15:81429036-81429055_C15orf26_-	CFAP161	1344	894	641	596
chr15:81430409-81430428_C15orf26_-	CFAP161	1472	1789	729	1154
chr15:81436125-81436144_C15orf26_-	CFAP161	571	983	466	526
chr15:76426605-76426624_C15orf27_-	TMEM266	1079	1388	1107	270
chr15:76430164-76430183_C15orf27_-	TMEM266	1218	1190	1406	1391
chr15:76448968-76448987_C15orf27_+	TMEM266	450	685	788	318
chr15:76452488-76452507_C15orf27_+	TMEM266	922	1679	1173	2189
chr15:93015540-93015559_C15orf32_-	C15orf32	0	0	0	0
chr15:93015633-93015652_C15orf32_+	C15orf32	562	703	859	1107
chr15:93016199-93016218_C15orf32_-	C15orf32	2906	2605	1199	1260
chr15:93016254-93016273_C15orf32_+	C15orf32	1100	1189	1282	2343
chr15:80215204-80215223_C15orf37_-	ST20-AS1	301	761	875	2248
chr15:80215244-80215263_C15orf37_+	ST20-AS1	2549	2102	1885	1976
chr15:80215263-80215282_C15orf37_+	ST20-AS1	1309	1299	747	2240
chr15:80215395-80215414_C15orf37_+	ST20-AS1	576	1151	1029	974
chr15:90445027-90445046_C15orf38_-	ARPIN	488	1194	431	1734
chr15:90445028-90445047_C15orf38_-	ARPIN	583	696	694	163
chr15:75500120-75500139_C15orf39_+	C15orf39	779	735	561	118
chr15:75500149-75500168_C15orf39_-	C15orf39	1433	1419	1308	870
chr15:75503168-75503187_C15orf39_-	C15orf39	93	448	646	583
chr15:75503315-75503334_C15orf39_-	C15orf39	624	1100	1189	1908
chr15:83680251-83680270_C15orf40_-	C15orf40	1490	1196	860	507
chr15:83680343-83680362_C15orf40_-	C15orf40	669	733	664	327
chr15:83679057-83679076_C15orf40_+	C15orf40	717	1146	1093	87
